,HA3,HA6,HA7,HF7,HF8_01,HF8_02,HF8_03,HF8_04,HF8_05,HF8_06,HF8_07,HF8_08,HF8_09,HF8_10,HF8_11,HF8_12,HF8_13,HF8_14,HF12,HF13,HF14,HF15,HF16,HF16L,HF18
16537,M 100-200 TYS.,PRACOWNIKÓW,PRACUJĄCYCH NA WŁASNY RACHUNEK,POWYŻEJ 3 MIESIĘCZNYCH - DO PÓŁROCZNYCH DOCHODÓW,NIE,NIE,NIE,TAK,NIE,NIE,NIE,NIE,NIE,TAK,TAK,NIE,NIE,NIE,W ZŁOTYCH,25.0,POWYŻEJ ROCZNYCH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 10 I 20 PROC.,CO NAJMNIEJ ROK,20.0,POPRAWIŁA SIĘ
16558,M 200-500 TYS.,PRACOWNIKÓW,PRACOWNIKÓW,TRUDNO POWIEDZIEĆ,NIE,NIE,NIE,NIE,NIE,TAK,TAK,TAK,TAK,TAK,NIE,NIE,NIE,NIE,WE FRANKACH SZWAJCARSKICH,0.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 20 I 30 PROC.,CO NAJMNIEJ ROK,11.0,NIE ZMIENIŁA SIĘ
16567,M 200-500 TYS.,PRACUJĄCYCH NA WŁASNY RACHUNEK,EMERYTÓW,POWYŻEJ ROCZNYCH DOCHODÓW GOSPODARSTWA DOMOWEGO,TAK,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,TAK,NIE,NIE,NIE,W ZŁOTYCH,30.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 30 I 40 PROC.,CO NAJMNIEJ ROK,5.0,POPRAWIŁA SIĘ
16583,M 200-500 TYS.,PRACOWNIKÓW,PRACOWNIKÓW,POWYŻEJ 3 MIESIĘCZNYCH - DO PÓŁROCZNYCH DOCHODÓW,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,TAK,NIE,W ZŁOTYCH,10.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 20 I 30 PROC.,CO NAJMNIEJ ROK,28.0,POGORSZYŁA SIĘ
16589,M 200-500 TYS.,PRACOWNIKÓW,ROLNIKÓW,POWYŻEJ ROCZNYCH DOCHODÓW GOSPODARSTWA DOMOWEGO,NIE,NIE,TAK,TAK,TAK,NIE,NIE,TAK,NIE,NIE,NIE,NIE,NIE,NIE,WE FRANKACH SZWAJCARSKICH,30.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 30 I 40 PROC.,CO NAJMNIEJ ROK,23.0,POGORSZYŁA SIĘ
16608,M 200-500 TYS.,PRACUJĄCYCH NA WŁASNY RACHUNEK,PRACUJĄCYCH NA WŁASNY RACHUNEK,DO WYSOKOŚCI MIESIĘCZNYCH DOCHODÓW GOSPODARSTWA,TAK,NIE,NIE,NIE,NIE,NIE,NIE,TAK,NIE,NIE,NIE,NIE,NIE,NIE,W ZŁOTYCH,20.0,POWYŻEJ ROCZNYCH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 10 I 20 PROC.,CO NAJMNIEJ ROK,10.0,NIE ZMIENIŁA SIĘ
16704,M PONIŻEJ 20 TYS.,PRACOWNIKÓW,ROLNIKÓW,POWYŻEJ MIESIĘCZNYCH - DO 3 MIESIĘCZNYCH DOCHODÓW,TAK,NIE,NIE,NIE,NIE,NIE,NIE,NIE,TAK,NIE,NIE,NIE,NIE,NIE,W ZŁOTYCH,,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 10 I 20 PROC.,CO NAJMNIEJ ROK,20.0,POGORSZYŁA SIĘ
16705,M PONIŻEJ 20 TYS.,PRACOWNIKÓW,ROLNIKÓW,TRUDNO POWIEDZIEĆ,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,TAK,TAK,TAK,NIE,TAK,TAK,W ZŁOTYCH,10.0,POWYŻEJ PÓŁROCZNYCH - DO ROCZNYCH DOCHODÓW GOSPODARSTWA,MNIEJ NIŻ 10 PROC.,CO NAJMNIEJ ROK,10.0,NIE ZMIENIŁA SIĘ
16730,M PONIŻEJ 20 TYS.,PRACOWNIKÓW,RENCISTÓW,,,,,,,,,,,,,,,,W ZŁOTYCH,0.0,POWYŻEJ ROCZNYCH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 20 I 30 PROC.,CO NAJMNIEJ ROK,3.0,POPRAWIŁA SIĘ
16748,M 20-100 TYS.,PRACOWNIKÓW,RENCISTÓW,DO WYSOKOŚCI MIESIĘCZNYCH DOCHODÓW GOSPODARSTWA,TAK,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,W ZŁOTYCH,0.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 10 I 20 PROC.,CO NAJMNIEJ ROK,21.0,POPRAWIŁA SIĘ
16770,M 20-100 TYS.,PRACOWNIKÓW,EMERYTÓW,POWYŻEJ MIESIĘCZNYCH - DO 3 MIESIĘCZNYCH DOCHODÓW,NIE,NIE,NIE,TAK,TAK,NIE,NIE,TAK,TAK,TAK,NIE,NIE,NIE,NIE,WE FRANKACH SZWAJCARSKICH,0.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 10 I 20 PROC.,CO NAJMNIEJ ROK,24.0,POPRAWIŁA SIĘ
16857,WIEŚ,EMERYTÓW,PRACOWNIKÓW,POWYŻEJ 3 MIESIĘCZNYCH - DO PÓŁROCZNYCH DOCHODÓW,NIE,TAK,NIE,NIE,NIE,NIE,NIE,NIE,TAK,TAK,NIE,NIE,NIE,NIE,WE FRANKACH SZWAJCARSKICH,10.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 30 I 40 PROC.,CO NAJMNIEJ ROK,10.0,POGORSZYŁA SIĘ
16935,M 500 TYS. +,,EMERYTÓW,POWYŻEJ 3 MIESIĘCZNYCH - DO PÓŁROCZNYCH DOCHODÓW,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,TAK,TAK,NIE,NIE,NIE,W ZŁOTYCH,10.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 20 I 30 PROC.,CO NAJMNIEJ ROK,29.0,NIE ZMIENIŁA SIĘ
16943,M 500 TYS. +,PRACOWNIKÓW,PRACUJĄCYCH NA WŁASNY RACHUNEK,POWYŻEJ MIESIĘCZNYCH - DO 3 MIESIĘCZNYCH DOCHODÓW,NIE,NIE,NIE,NIE,NIE,NIE,NIE,TAK,NIE,NIE,NIE,NIE,NIE,NIE,W ZŁOTYCH,0.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 20 I 30 PROC.,CO NAJMNIEJ ROK,26.0,POGORSZYŁA SIĘ
16945,M 500 TYS. +,PRACOWNIKÓW,EMERYTÓW,POWYŻEJ MIESIĘCZNYCH - DO 3 MIESIĘCZNYCH DOCHODÓW,TAK,NIE,TAK,NIE,TAK,NIE,TAK,TAK,TAK,TAK,NIE,NIE,NIE,NIE,WE FRANKACH SZWAJCARSKICH,0.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,POWYŻEJ 50 PROC.,CO NAJMNIEJ ROK,20.0,POPRAWIŁA SIĘ
16951,M 500 TYS. +,EMERYTÓW,ROLNIKÓW,POWYŻEJ MIESIĘCZNYCH - DO 3 MIESIĘCZNYCH DOCHODÓW,NIE,TAK,NIE,NIE,NIE,NIE,NIE,TAK,NIE,NIE,NIE,NIE,NIE,NIE,W ZŁOTYCH,,POWYŻEJ PÓŁROCZNYCH - DO ROCZNYCH DOCHODÓW GOSPODARSTWA,MIĘDZY 10 I 20 PROC.,CO NAJMNIEJ ROK,3.0,NIE ZMIENIŁA SIĘ
16996,M PONIŻEJ 20 TYS.,PRACOWNIKÓW,EMERYTÓW,DO WYSOKOŚCI MIESIĘCZNYCH DOCHODÓW GOSPODARSTWA,TAK,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,W ZŁOTYCH,70.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 20 I 30 PROC.,,15.0,NIE ZMIENIŁA SIĘ
17068,M PONIŻEJ 20 TYS.,PRACOWNIKÓW,PRACUJĄCYCH NA WŁASNY RACHUNEK,,,,,,,,,,,,,,,,W ZŁOTYCH,50.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 20 I 30 PROC.,CO NAJMNIEJ ROK,8.0,NIE ZMIENIŁA SIĘ
17069,M PONIŻEJ 20 TYS.,PRACOWNIKÓW,PRACUJĄCYCH NA WŁASNY RACHUNEK,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,TAK,NIE,W ZŁOTYCH,1.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MNIEJ NIŻ 10 PROC.,CO NAJMNIEJ ROK,25.0,NIE ZMIENIŁA SIĘ
17085,WIEŚ,PRACOWNIKÓW,PRACUJĄCYCH NA WŁASNY RACHUNEK,,,,,,,,,,,,,,,,WE FRANKACH SZWAJCARSKICH,40.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MNIEJ NIŻ 10 PROC.,CO NAJMNIEJ ROK,19.0,POGORSZYŁA SIĘ
17086,WIEŚ,PRACOWNIKÓW,PRACUJĄCYCH NA WŁASNY RACHUNEK,DO WYSOKOŚCI MIESIĘCZNYCH DOCHODÓW GOSPODARSTWA,TAK,NIE,NIE,NIE,TAK,NIE,NIE,TAK,TAK,NIE,NIE,NIE,NIE,NIE,WE FRANKACH SZWAJCARSKICH,40.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 30 I 40 PROC.,CO NAJMNIEJ ROK,23.0,POGORSZYŁA SIĘ
17111,M 200-500 TYS.,PRACOWNIKÓW,PRACUJĄCYCH NA WŁASNY RACHUNEK,POWYŻEJ 3 MIESIĘCZNYCH - DO PÓŁROCZNYCH DOCHODÓW,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,TAK,NIE,NIE,NIE,NIE,NIE,WE FRANKACH SZWAJCARSKICH,10.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 10 I 20 PROC.,CO NAJMNIEJ ROK,6.0,NIE ZMIENIŁA SIĘ
17143,M 200-500 TYS.,PRACOWNIKÓW,EMERYTÓW,,,,,,,,,,,,,,,,W ZŁOTYCH,30.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 20 I 30 PROC.,CO NAJMNIEJ ROK,30.0,POGORSZYŁA SIĘ
17152,M 200-500 TYS.,PRACOWNIKÓW,PRACOWNIKÓW,POWYŻEJ 3 MIESIĘCZNYCH - DO PÓŁROCZNYCH DOCHODÓW,NIE,NIE,TAK,TAK,NIE,TAK,NIE,TAK,TAK,NIE,NIE,NIE,NIE,NIE,W ZŁOTYCH,50.0,POWYŻEJ ROCZNYCH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 10 I 20 PROC.,CO NAJMNIEJ ROK,25.0,POPRAWIŁA SIĘ
17153,M 200-500 TYS.,PRACOWNIKÓW,ROLNIKÓW,DO WYSOKOŚCI MIESIĘCZNYCH DOCHODÓW GOSPODARSTWA,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,TAK,TAK,W EURO,30.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 30 I 40 PROC.,CO NAJMNIEJ ROK,23.0,NIE ZMIENIŁA SIĘ
17154,M 200-500 TYS.,PRACOWNIKÓW,EMERYTÓW,POWYŻEJ PÓŁROCZNYCH - DO ROCZNYCH DOCHODÓW,NIE,NIE,NIE,NIE,NIE,NIE,NIE,TAK,TAK,TAK,TAK,NIE,NIE,NIE,WE FRANKACH SZWAJCARSKICH,70.0,POWYŻEJ ROCZNYCH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 10 I 20 PROC.,CO NAJMNIEJ ROK,12.0,NIE ZMIENIŁA SIĘ
17155,M 200-500 TYS.,PRACOWNIKÓW,EMERYTÓW,DO WYSOKOŚCI MIESIĘCZNYCH DOCHODÓW GOSPODARSTWA,TAK,NIE,TAK,NIE,NIE,NIE,NIE,TAK,TAK,NIE,NIE,NIE,NIE,TAK,WE FRANKACH SZWAJCARSKICH,15.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 20 I 30 PROC.,CO NAJMNIEJ ROK,10.0,POPRAWIŁA SIĘ
17172,M 100-200 TYS.,PRACOWNIKÓW,PRACOWNIKÓW,,,,,,,,,,,,,,,,W ZŁOTYCH,0.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 40 I 50 PROC.,CO NAJMNIEJ ROK,2.0,POGORSZYŁA SIĘ
17182,WIEŚ,EMERYTÓW,ROLNIKÓW,,,,,,,,,,,,,,,,W ZŁOTYCH,,POWYŻEJ PÓŁROCZNYCH - DO ROCZNYCH DOCHODÓW GOSPODARSTWA,,CO NAJMNIEJ ROK,1.0,POGORSZYŁA SIĘ
17362,M 20-100 TYS.,RENCISTÓW,ROLNIKÓW,,,,,,,,,,,,,,,,W ZŁOTYCH,,POWYŻEJ PÓŁROCZNYCH - DO ROCZNYCH DOCHODÓW GOSPODARSTWA,MIĘDZY 10 I 20 PROC.,CO NAJMNIEJ ROK,1.0,POGORSZYŁA SIĘ
17384,M 200-500 TYS.,PRACOWNIKÓW,PRACUJĄCYCH NA WŁASNY RACHUNEK,DO WYSOKOŚCI MIESIĘCZNYCH DOCHODÓW GOSPODARSTWA,TAK,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,W ZŁOTYCH,20.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 20 I 30 PROC.,CO NAJMNIEJ ROK,10.0,NIE ZMIENIŁA SIĘ
17411,M 200-500 TYS.,EMERYTÓW,ROLNIKÓW,TRUDNO POWIEDZIEĆ,TAK,TAK,TAK,NIE,NIE,TAK,NIE,TAK,TAK,NIE,TAK,NIE,NIE,TAK,WE FRANKACH SZWAJCARSKICH,20.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 10 I 20 PROC.,CO NAJMNIEJ ROK,10.0,NIE ZMIENIŁA SIĘ
17414,M 200-500 TYS.,PRACOWNIKÓW,PRACUJĄCYCH NA WŁASNY RACHUNEK,TRUDNO POWIEDZIEĆ,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,TAK,W ZŁOTYCH,,,MNIEJ NIŻ 10 PROC.,MNIEJ NIŻ ROK,,NIE ZMIENIŁA SIĘ
17422,WIEŚ,PRACUJĄCYCH NA WŁASNY RACHUNEK,EMERYTÓW,TRUDNO POWIEDZIEĆ,NIE,NIE,NIE,NIE,TAK,TAK,TAK,TAK,TAK,NIE,NIE,NIE,TAK,NIE,WE FRANKACH SZWAJCARSKICH,30.0,,MIĘDZY 30 I 40 PROC.,CO NAJMNIEJ ROK,15.0,POPRAWIŁA SIĘ
17424,WIEŚ,PRACOWNIKÓW,PRACUJĄCYCH NA WŁASNY RACHUNEK,POWYŻEJ 3 MIESIĘCZNYCH - DO PÓŁROCZNYCH DOCHODÓW,NIE,NIE,NIE,NIE,NIE,NIE,NIE,TAK,TAK,NIE,TAK,NIE,NIE,NIE,WE FRANKACH SZWAJCARSKICH,33.0,,MIĘDZY 10 I 20 PROC.,CO NAJMNIEJ ROK,15.0,
17427,WIEŚ,PRACOWNIKÓW,ROLNIKÓW,DO WYSOKOŚCI MIESIĘCZNYCH DOCHODÓW GOSPODARSTWA,NIE,NIE,NIE,NIE,TAK,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,W ZŁOTYCH,80.0,POWYŻEJ MIESIĘCZNYCH - DO 3-MIESIĘCZNYCH DOCHODÓW,MNIEJ NIŻ 10 PROC.,CO NAJMNIEJ ROK,3.0,POPRAWIŁA SIĘ
17443,M PONIŻEJ 20 TYS.,PRACOWNIKÓW,RENCISTÓW,DO WYSOKOŚCI MIESIĘCZNYCH DOCHODÓW GOSPODARSTWA,,,TAK,,,,,,TAK,,,,,,W ZŁOTYCH,30.0,POWYŻEJ ROCZNYCH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 10 I 20 PROC.,CO NAJMNIEJ ROK,18.0,NIE ZMIENIŁA SIĘ
17447,M PONIŻEJ 20 TYS.,PRACOWNIKÓW,PRACUJĄCYCH NA WŁASNY RACHUNEK,POWYŻEJ 3 MIESIĘCZNYCH - DO PÓŁROCZNYCH DOCHODÓW,NIE,NIE,NIE,NIE,NIE,NIE,NIE,TAK,TAK,TAK,TAK,NIE,NIE,NIE,W ZŁOTYCH,10.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 10 I 20 PROC.,CO NAJMNIEJ ROK,12.0,POGORSZYŁA SIĘ
17454,WIEŚ,PRACOWNIKÓW,EMERYTÓW,DO WYSOKOŚCI MIESIĘCZNYCH DOCHODÓW GOSPODARSTWA,TAK,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,W ZŁOTYCH,20.0,POWYŻEJ ROCZNYCH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 30 I 40 PROC.,CO NAJMNIEJ ROK,7.0,NIE ZMIENIŁA SIĘ
17463,M PONIŻEJ 20 TYS.,PRACOWNIKÓW,UTRZ. SIĘ Z NIEZAROBKOWYCH ŹRÓDEŁ,DO WYSOKOŚCI MIESIĘCZNYCH DOCHODÓW GOSPODARSTWA,TAK,TAK,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,W ZŁOTYCH,0.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 10 I 20 PROC.,CO NAJMNIEJ ROK,30.0,POPRAWIŁA SIĘ
17488,M 20-100 TYS.,PRACOWNIKÓW,PRACUJĄCYCH NA WŁASNY RACHUNEK,,,,,,,,,,,,,,,,W ZŁOTYCH,50.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 20 I 30 PROC.,CO NAJMNIEJ ROK,25.0,NIE ZMIENIŁA SIĘ
17497,M 20-100 TYS.,PRACOWNIKÓW,PRACUJĄCYCH NA WŁASNY RACHUNEK,,,,,,,,,,,,,,,,W ZŁOTYCH,10.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 20 I 30 PROC.,CO NAJMNIEJ ROK,22.0,NIE ZMIENIŁA SIĘ
17501,M 20-100 TYS.,PRACOWNIKÓW,EMERYTÓW,DO WYSOKOŚCI MIESIĘCZNYCH DOCHODÓW GOSPODARSTWA,NIE,NIE,NIE,NIE,NIE,TAK,NIE,NIE,TAK,NIE,NIE,NIE,NIE,NIE,W ZŁOTYCH,0.0,POWYŻEJ ROCZNYCH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 20 I 30 PROC.,CO NAJMNIEJ ROK,16.0,NIE ZMIENIŁA SIĘ
17507,M PONIŻEJ 20 TYS.,PRACOWNIKÓW,EMERYTÓW,,,,,,,,,,,,,,,,W ZŁOTYCH,20.0,POWYŻEJ ROCZNYCH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 20 I 30 PROC.,CO NAJMNIEJ ROK,10.0,POGORSZYŁA SIĘ
17516,M 100-200 TYS.,PRACOWNIKÓW,PRACUJĄCYCH NA WŁASNY RACHUNEK,,,,,,,,,,,,,,,,W ZŁOTYCH,20.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 20 I 30 PROC.,CO NAJMNIEJ ROK,14.0,NIE ZMIENIŁA SIĘ
17530,M 100-200 TYS.,PRACOWNIKÓW,PRACUJĄCYCH NA WŁASNY RACHUNEK,DO WYSOKOŚCI MIESIĘCZNYCH DOCHODÓW GOSPODARSTWA,TAK,NIE,NIE,NIE,NIE,NIE,NIE,NIE,TAK,TAK,NIE,TAK,NIE,NIE,W ZŁOTYCH,,POWYŻEJ ROCZNYCH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 10 I 20 PROC.,CO NAJMNIEJ ROK,18.0,NIE ZMIENIŁA SIĘ
17534,M 100-200 TYS.,PRACOWNIKÓW,EMERYTÓW,POWYŻEJ 3 MIESIĘCZNYCH - DO PÓŁROCZNYCH DOCHODÓW,NIE,NIE,NIE,TAK,NIE,NIE,NIE,NIE,TAK,TAK,NIE,NIE,NIE,NIE,W ZŁOTYCH,40.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MNIEJ NIŻ 10 PROC.,CO NAJMNIEJ ROK,26.0,POPRAWIŁA SIĘ
17581,M 20-100 TYS.,KILKA RÓWNIE WAŻNYCH ŹRÓDEŁ UTRZYMANIA GOSPODARSTWA,EMERYTÓW,TRUDNO POWIEDZIEĆ,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,TAK,NIE,NIE,NIE,TAK,TAK,WE FRANKACH SZWAJCARSKICH,50.0,POWYŻEJ ROCZNYCH DOCHODÓW GOSPODARSTWA DOMOWEGO,MNIEJ NIŻ 10 PROC.,CO NAJMNIEJ ROK,15.0,NIE ZMIENIŁA SIĘ
17583,M 20-100 TYS.,ROLNIKÓW,ROLNIKÓW,TRUDNO POWIEDZIEĆ,TAK,NIE,NIE,NIE,NIE,NIE,NIE,NIE,TAK,NIE,NIE,NIE,NIE,NIE,W ZŁOTYCH,0.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 20 I 30 PROC.,CO NAJMNIEJ ROK,15.0,NIE ZMIENIŁA SIĘ
17607,WIEŚ,ROLNIKÓW,RENCISTÓW,DO WYSOKOŚCI MIESIĘCZNYCH DOCHODÓW GOSPODARSTWA,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,TAK,NIE,NIE,NIE,NIE,NIE,W ZŁOTYCH,80.0,POWYŻEJ 3-MIESIĘCZNYCH - DO PÓŁROCZNYCH DOCHODÓW,MIĘDZY 20 I 30 PROC.,CO NAJMNIEJ ROK,15.0,POGORSZYŁA SIĘ
17670,WIEŚ,EMERYTÓW,PRACUJĄCYCH NA WŁASNY RACHUNEK,POWYŻEJ MIESIĘCZNYCH - DO 3 MIESIĘCZNYCH DOCHODÓW,NIE,NIE,NIE,NIE,TAK,NIE,NIE,NIE,TAK,NIE,NIE,NIE,NIE,NIE,W ZŁOTYCH,,POWYŻEJ MIESIĘCZNYCH - DO 3-MIESIĘCZNYCH DOCHODÓW,MNIEJ NIŻ 10 PROC.,MNIEJ NIŻ ROK,,NIE ZMIENIŁA SIĘ
17683,M 20-100 TYS.,PRACOWNIKÓW,PRACOWNIKÓW,POWYŻEJ MIESIĘCZNYCH - DO 3 MIESIĘCZNYCH DOCHODÓW,NIE,TAK,NIE,NIE,TAK,NIE,NIE,TAK,NIE,NIE,TAK,TAK,NIE,NIE,W ZŁOTYCH,,DO WYSOKOŚCI MIESIĘCZNYCH DOCHODÓW GOSPODARSTWA,MIĘDZY 10 I 20 PROC.,CO NAJMNIEJ ROK,10.0,NIE ZMIENIŁA SIĘ
17685,M 20-100 TYS.,EMERYTÓW,PRACOWNIKÓW,DO WYSOKOŚCI MIESIĘCZNYCH DOCHODÓW GOSPODARSTWA,NIE,NIE,NIE,NIE,TAK,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,W ZŁOTYCH,0.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 10 I 20 PROC.,CO NAJMNIEJ ROK,20.0,POGORSZYŁA SIĘ
17747,M 500 TYS. +,PRACOWNIKÓW,PRACUJĄCYCH NA WŁASNY RACHUNEK,TRUDNO POWIEDZIEĆ,NIE,NIE,NIE,NIE,NIE,NIE,NIE,TAK,TAK,TAK,TAK,NIE,NIE,NIE,W ZŁOTYCH,0.0,,MIĘDZY 10 I 20 PROC.,CO NAJMNIEJ ROK,5.0,NIE ZMIENIŁA SIĘ
17885,WIEŚ,EMERYTÓW,PRACOWNIKÓW,POWYŻEJ ROCZNYCH DOCHODÓW GOSPODARSTWA DOMOWEGO,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,TAK,NIE,TAK,NIE,NIE,NIE,W ZŁOTYCH,0.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 20 I 30 PROC.,CO NAJMNIEJ ROK,10.0,NIE ZMIENIŁA SIĘ
18060,M 500 TYS. +,PRACOWNIKÓW,PRACUJĄCYCH NA WŁASNY RACHUNEK,POWYŻEJ 3 MIESIĘCZNYCH - DO PÓŁROCZNYCH DOCHODÓW,NIE,NIE,NIE,TAK,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,NIE,W ZŁOTYCH,10.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MNIEJ NIŻ 10 PROC.,CO NAJMNIEJ ROK,25.0,NIE ZMIENIŁA SIĘ
18061,M 500 TYS. +,PRACOWNIKÓW,PRACUJĄCYCH NA WŁASNY RACHUNEK,,,,,,,,,,,,,,,,W ZŁOTYCH,10.0,,POWYŻEJ 50 PROC.,CO NAJMNIEJ ROK,23.0,POGORSZYŁA SIĘ
18062,M 500 TYS. +,PRACOWNIKÓW,ROLNIKÓW,POWYŻEJ PÓŁROCZNYCH - DO ROCZNYCH DOCHODÓW,TAK,TAK,TAK,NIE,TAK,TAK,NIE,TAK,TAK,TAK,TAK,NIE,TAK,NIE,WE FRANKACH SZWAJCARSKICH,20.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 10 I 20 PROC.,CO NAJMNIEJ ROK,30.0,NIE ZMIENIŁA SIĘ
18063,M 500 TYS. +,PRACOWNIKÓW,PRACUJĄCYCH NA WŁASNY RACHUNEK,POWYŻEJ MIESIĘCZNYCH - DO 3 MIESIĘCZNYCH DOCHODÓW,NIE,NIE,NIE,NIE,TAK,NIE,NIE,NIE,TAK,TAK,TAK,NIE,NIE,NIE,WE FRANKACH SZWAJCARSKICH,10.0,POWYŻEJ 3 LETNICH DOCHODÓW GOSPODARSTWA DOMOWEGO,MIĘDZY 20 I 30 PROC.,CO NAJMNIEJ ROK,25.0,NIE ZMIENIŁA SIĘ
