league,player_id,salary,season,season_end,season_start,team
NBA,murphto01,590000,1990-91,1991,1990,Minnesota Timberwolves
NBA,murphto01,760000,1991-92,1992,1991,Minnesota Timberwolves
NBA,murphto01,500000,1992-93,1993,1992,Houston Rockets
NBA,murphto01,20000,1993-94,1994,1993,Detroit Pistons
NBA,murphtr01,1310400,2001-02,2002,2001,Golden State Warriors
NBA,murphtr01,1408680,2002-03,2003,2002,Golden State Warriors
NBA,murphtr01,1506960,2003-04,2004,2003,Golden State Warriors
NBA,murphtr01,2231808,2004-05,2005,2004,Golden State Warriors
NBA,murphtr01,7365079,2005-06,2006,2005,Golden State Warriors
NBA,murphtr01,8285714,2006-07,2007,2006,Indiana Pacers
NBA,murphtr01,9206349,2007-08,2008,2007,Indiana Pacers
NBA,murphtr01,10126984,2008-09,2009,2008,Indiana Pacers
NBA,murphtr01,11047619,2009-10,2010,2009,Indiana Pacers
NBA,murphtr01,11968253,2010-11,2011,2010,Golden State Warriors
NBA,murphtr01,1352181,2011-12,2012,2011,Los Angeles Lakers
NBA,murphtr01,214758,2012-13,2013,2012,Dallas Mavericks
NBA,murrade01,1180080,2016-17,2017,2016,San Antonio Spurs
NBA,murrade01,1312611,2017-18,2018,2017,San Antonio Spurs
NBA,murraja01,3210840,2016-17,2017,2016,Denver Nuggets
NBA,murraja01,3355320,2017-18,2018,2017,Denver Nuggets
NBA,murrala01,2000000,1994-95,1995,1994,Los Angeles Clippers
NBA,murrala01,2400000,1995-96,1996,1995,Los Angeles Clippers
NBA,murrala01,2700000,1996-97,1997,1996,Los Angeles Clippers
NBA,murrala01,2900000,1997-98,1998,1997,Los Angeles Clippers
NBA,murrala01,3500000,1998-99,1999,1998,Los Angeles Clippers
NBA,murrala01,3000000,1999-00,2000,1999,Cleveland Cavaliers
NBA,murrala01,3380000,2000-01,2001,2000,Cleveland Cavaliers
NBA,murrala01,3750000,2001-02,2002,2001,Cleveland Cavaliers
NBA,murrala01,4125000,2002-03,2003,2002,Toronto Raptors
NBA,murrala01,4500000,2003-04,2004,2003,Toronto Raptors
NBA,murrala01,4875000,2004-05,2005,2004,Toronto Raptors
NBA,murrala01,5250000,2005-06,2006,2005,Toronto Raptors
NBA,murrala01,1138500,2005-06,2006,2005,New Jersey Nets
NBA,murraro01,349458,2002-03,2003,2002,Milwaukee Bucks
NBA,murraro01,563679,2003-04,2004,2003,Seattle SuperSonics
NBA,murraro01,695046,2004-05,2005,2004,Seattle SuperSonics
NBA,murraro01,895248,2005-06,2006,2005,Seattle SuperSonics
NBA,murraro01,1750000,2006-07,2007,2006,Detroit Pistons
NBA,murraro01,1890000,2007-08,2008,2007,Detroit Pistons
NBA,murraro01,1500000,2008-09,2009,2008,Atlanta Hawks
NBA,murraro01,1990000,2009-10,2010,2009,Chicago Bulls
NBA,murratr01,725000,1992-93,1993,1992,Portland Trail Blazers
NBA,murratr01,943000,1993-94,1994,1993,Portland Trail Blazers
NBA,murratr01,1160000,1994-95,1995,1994,Portland Trail Blazers
NBA,murratr01,250000,1995-96,1996,1995,Toronto Raptors
NBA,murratr01,1700000,1996-97,1997,1996,Washington Bullets
NBA,murratr01,2040000,1997-98,1998,1997,Washington Wizards
NBA,murratr01,2380000,1998-99,1999,1998,Washington Wizards
NBA,murratr01,2720000,1999-00,2000,1999,Washington Wizards
NBA,murratr01,3060000,2000-01,2001,2000,Denver Nuggets
NBA,murratr01,3400000,2001-02,2002,2001,Toronto Raptors
NBA,murratr01,3740000,2002-03,2003,2002,Los Angeles Lakers
NBA,murratr01,143537,2003-04,2004,2003,Portland Trail Blazers
NBA,murryto01,250000,2014-15,2015,2014,Utah Jazz
NBA,murryto01,96056,2014-15,2015,2014,Washington Wizards
NBA,muscami01,816482,2014-15,2015,2014,Atlanta Hawks
NBA,muscami01,947276,2015-16,2016,2015,Atlanta Hawks
NBA,muscami01,1015696,2016-17,2017,2016,Atlanta Hawks
NBA,muscami01,5000000,2017-18,2018,2017,Atlanta Hawks
NBA,mustaje01,565000,1990-91,1991,1990,New York Knicks
NBA,mustaje01,735000,1991-92,1992,1991,Phoenix Suns
NBA,mustaje01,904000,1992-93,1993,1992,Phoenix Suns
NBA,mustaje01,1073000,1993-94,1994,1993,Phoenix Suns
NBA,mutomdi01,2005000,1991-92,1992,1991,Denver Nuggets
NBA,mutomdi01,2400000,1992-93,1993,1992,Denver Nuggets
NBA,mutomdi01,3000000,1993-94,1994,1993,Denver Nuggets
NBA,mutomdi01,3100000,1994-95,1995,1994,Denver Nuggets
NBA,mutomdi01,3250000,1995-96,1996,1995,Denver Nuggets
NBA,mutomdi01,8013000,1996-97,1997,1996,Atlanta Hawks
NBA,mutomdi01,9615187,1997-98,1998,1997,Atlanta Hawks
NBA,mutomdi01,11218000,1998-99,1999,1998,Atlanta Hawks
NBA,mutomdi01,12820249,1999-00,2000,1999,Atlanta Hawks
NBA,mutomdi01,14400000,2000-01,2001,2000,Atlanta Hawks
NBA,mutomdi01,14315790,2001-02,2002,2001,Philadelphia 76ers
NBA,mutomdi01,16105264,2002-03,2003,2002,New Jersey Nets
NBA,mutomdi01,13626624,2003-04,2004,2003,New Jersey Nets
NBA,mutomdi01,4087667,2003-04,2004,2003,New York Knicks
NBA,mutomdi01,14989285,2004-05,2005,2004,New Jersey Nets
NBA,mutomdi01,4496434,2004-05,2005,2004,Houston Rockets
NBA,mutomdi01,2000000,2005-06,2006,2005,Houston Rockets
NBA,mutomdi01,2210000,2006-07,2007,2006,Houston Rockets
NBA,mutomdi01,1219590,2007-08,2008,2007,Houston Rockets
NBA,mutomdi01,794491,2008-09,2009,2008,Houston Rockets
NBA,muursma01,401000,1996-97,1997,1996,Miami Heat
NBA,muursma01,675120,1997-98,1998,1997,Dallas Mavericks
NBA,muursma01,763200,1998-99,1999,1998,Chicago Bulls
NBA,myerspe01,75000,1987-88,1988,1987,San Antonio Spurs
NBA,myerspe01,150000,1993-94,1994,1993,Chicago Bulls
NBA,myerspe01,545000,1994-95,1995,1994,Chicago Bulls
NBA,myerspe01,600000,1995-96,1996,1995,Miami Heat
NBA,myerspe01,272250,1997-98,1998,1997,New York Knicks
NBA,ndiayha01,473604,2010-11,2011,2010,Washington Wizards
NBA,ndiayha01,270427,2011-12,2012,2011,Washington Wizards
NBA,ndiayma01,287500,1998-99,1999,1998,Vancouver Grizzlies
NBA,ndiayma01,385000,1999-00,2000,1999,Orlando Magic
NBA,ndiayma02,737880,2000-01,2001,2000,Denver Nuggets
NBA,ndiayma02,793200,2001-02,2002,2001,Toronto Raptors
NBA,ndiayma02,848520,2002-03,2003,2002,Toronto Raptors
NBA,ndiayma02,750000,2004-05,2005,2004,Los Angeles Clippers
NBA,ndongbo01,398762,2005-06,2006,2005,Los Angeles Clippers
NBA,ndongbo01,839209,2006-07,2007,2006,Los Angeles Clippers
NBA,nachbbo01,1224000,2002-03,2003,2002,Houston Rockets
NBA,nachbbo01,1396440,2003-04,2004,2003,Houston Rockets
NBA,nachbbo01,1493880,2004-05,2005,2004,Houston Rockets
NBA,nachbbo01,2500000,2005-06,2006,2005,New Orleans/Oklahoma City Hornets
NBA,nachbbo01,2500000,2006-07,2007,2006,New Jersey Nets
NBA,nachbbo01,2500000,2007-08,2008,2007,New Jersey Nets
NBA,naderab01,1167333,2017-18,2018,2017,Boston Celtics
NBA,nailole01,316969,2000-01,2001,2000,Charlotte Hornets
NBA,nailole01,465850,2001-02,2002,2001,Charlotte Hornets
NBA,nailole01,587435,2002-03,2003,2002,New York Knicks
NBA,nailole01,745046,2004-05,2005,2004,New Orleans Hornets
NBA,nailole01,835810,2005-06,2006,2005,Philadelphia 76ers
NBA,najered01,316969,2000-01,2001,2000,Dallas Mavericks
NBA,najered01,465850,2001-02,2002,2001,Dallas Mavericks
NBA,najered01,3047620,2002-03,2003,2002,Dallas Mavericks
NBA,najered01,3428572,2003-04,2004,2003,Dallas Mavericks
NBA,najered01,3809524,2004-05,2005,2004,Golden State Warriors
NBA,najered01,4190476,2005-06,2006,2005,Denver Nuggets
NBA,najered01,4571428,2006-07,2007,2006,Denver Nuggets
NBA,najered01,4952380,2007-08,2008,2007,Denver Nuggets
NBA,najered01,3250000,2008-09,2009,2008,New Jersey Nets
NBA,najered01,3100000,2009-10,2010,2009,Dallas Mavericks
NBA,najered01,3000000,2010-11,2011,2010,Charlotte Bobcats
NBA,najered01,2750000,2011-12,2012,2011,Charlotte Bobcats
NBA,nancela01,400000,1984-85,1985,1984,Phoenix Suns
NBA,nancela01,500000,1985-86,1986,1985,Phoenix Suns
NBA,nancela01,625000,1987-88,1988,1987,Cleveland Cavaliers
NBA,nancela01,800000,1988-89,1989,1988,Cleveland Cavaliers
NBA,nancela01,1000000,1989-90,1990,1989,Cleveland Cavaliers
NBA,nancela01,1260000,1990-91,1991,1990,Cleveland Cavaliers
NBA,nancela01,1363000,1991-92,1992,1991,Cleveland Cavaliers
NBA,nancela01,2775000,1992-93,1993,1992,Cleveland Cavaliers
NBA,nancela01,2840000,1993-94,1994,1993,Cleveland Cavaliers
NBA,nancela02,1155600,2015-16,2016,2015,Los Angeles Lakers
NBA,nancela02,1207680,2016-17,2017,2016,Los Angeles Lakers
NBA,nancela02,1471382,2017-18,2018,2017,Cleveland Cavaliers
NBA,napiesh01,1238640,2014-15,2015,2014,Miami Heat
NBA,napiesh01,1294440,2015-16,2016,2015,Orlando Magic
NBA,napiesh01,1350120,2016-17,2017,2016,Portland Trail Blazers
NBA,napiesh01,2361360,2017-18,2018,2017,Portland Trail Blazers
NBA,nashst01,916000,1996-97,1997,1996,Phoenix Suns
NBA,nashst01,1053360,1997-98,1998,1997,Phoenix Suns
NBA,nashst01,1190760,1998-99,1999,1998,Dallas Mavericks
NBA,nashst01,5500000,1999-00,2000,1999,Dallas Mavericks
NBA,nashst01,5500000,2000-01,2001,2000,Dallas Mavericks
NBA,nashst01,5750000,2001-02,2002,2001,Dallas Mavericks
NBA,nashst01,5750000,2002-03,2003,2002,Dallas Mavericks
NBA,nashst01,5750000,2003-04,2004,2003,Dallas Mavericks
NBA,nashst01,8750000,2004-05,2005,2004,Phoenix Suns
NBA,nashst01,9625000,2005-06,2006,2005,Phoenix Suns
NBA,nashst01,10500000,2006-07,2007,2006,Phoenix Suns
NBA,nashst01,11375000,2007-08,2008,2007,Phoenix Suns
NBA,nashst01,12250000,2008-09,2009,2008,Phoenix Suns
NBA,nashst01,13125000,2009-10,2010,2009,Phoenix Suns
NBA,nashst01,10310938,2010-11,2011,2010,Phoenix Suns
NBA,nashst01,11689062,2011-12,2012,2011,Phoenix Suns
NBA,nashst01,8900000,2012-13,2013,2012,Los Angeles Lakers
NBA,nashst01,9300500,2013-14,2014,2013,Los Angeles Lakers
NBA,nashst01,9701000,2014-15,2015,2014,Los Angeles Lakers
NBA,nattca01,708000,1984-85,1985,1984,Denver Nuggets
NBA,nattca01,758000,1985-86,1986,1985,Denver Nuggets
NBA,nattca01,808000,1987-88,1988,1987,Denver Nuggets
NBA,nattca01,408000,1988-89,1989,1988,Denver Nuggets
NBA,navarju01,538090,2007-08,2008,2007,Memphis Grizzlies
NBA,ndourma01,525094,2015-16,2016,2015,Dallas Mavericks
NBA,ndourma01,543471,2016-17,2017,2016,New York Knicks
NBA,ndourma01,437318,2016-17,2017,2016,Dallas Mavericks
NBA,nealcr01,100000,1988-89,1989,1988,Portland Trail Blazers
NBA,nealga01,525000,2010-11,2011,2010,San Antonio Spurs
NBA,nealga01,762195,2011-12,2012,2011,San Antonio Spurs
NBA,nealga01,854389,2012-13,2013,2012,San Antonio Spurs
NBA,nealga01,3250000,2013-14,2014,2013,Milwaukee Bucks
NBA,nealga01,3250000,2014-15,2015,2014,Minnesota Timberwolves
NBA,nealga01,2100000,2015-16,2016,2015,Washington Wizards
NBA,nealga01,72193,2016-17,2017,2016,Atlanta Hawks
NBA,nealyed01,100000,1987-88,1988,1987,San Antonio Spurs
NBA,nealyed01,150000,1988-89,1989,1988,Phoenix Suns
NBA,nealyed01,550000,1990-91,1991,1990,Phoenix Suns
NBA,nealyed01,650000,1991-92,1992,1991,Phoenix Suns
NBA,nealyed01,800000,1992-93,1993,1992,Phoenix Suns
NBA,nedovne01,1056720,2013-14,2014,2013,Golden State Warriors
NBA,nedovne01,1104240,2014-15,2015,2014,Golden State Warriors
NBA,nelsode01,182047,2008-09,2009,2008,Golden State Warriors
NBA,nelsoja01,1106160,2004-05,2005,2004,Orlando Magic
NBA,nelsoja01,1189200,2005-06,2006,2005,Orlando Magic
NBA,nelsoja01,1272120,2006-07,2007,2006,Orlando Magic
NBA,nelsoja01,1961609,2007-08,2008,2007,Orlando Magic
NBA,nelsoja01,7700000,2008-09,2009,2008,Orlando Magic
NBA,nelsoja01,6138888,2009-10,2010,2009,Orlando Magic
NBA,nelsoja01,7800000,2010-11,2011,2010,Orlando Magic
NBA,nelsoja01,7800000,2011-12,2012,2011,Orlando Magic
NBA,nelsoja01,8600000,2012-13,2013,2012,Orlando Magic
NBA,nelsoja01,8600000,2013-14,2014,2013,Orlando Magic
NBA,nelsoja01,2732000,2014-15,2015,2014,Denver Nuggets
NBA,nelsoja01,4500000,2015-16,2016,2015,Denver Nuggets
NBA,nelsoja01,4540525,2016-17,2017,2016,Denver Nuggets
NBA,nelsoja01,4736050,2017-18,2018,2017,Denver Nuggets
NBA,nelsoja01,1429818,2017-18,2018,2017,Detroit Pistons
NBA,nembhru01,50000,1997-98,1998,1997,Miami Heat
NBA,nesbyty01,287500,1998-99,1999,1998,Los Angeles Clippers
NBA,nesbyty01,2716667,1999-00,2000,1999,Los Angeles Clippers
NBA,nesbyty01,2990000,2000-01,2001,2000,Washington Wizards
NBA,nesbyty01,3260000,2001-02,2002,2001,Washington Wizards
NBA,nestera01,1050240,1999-00,2000,1999,Minnesota Timberwolves
NBA,nestera01,1123560,2000-01,2001,2000,Minnesota Timberwolves
NBA,nestera01,1725788,2001-02,2002,2001,Minnesota Timberwolves
NBA,nestera01,2436813,2002-03,2003,2002,Minnesota Timberwolves
NBA,nestera01,5600000,2003-04,2004,2003,San Antonio Spurs
NBA,nestera01,6160000,2004-05,2005,2004,San Antonio Spurs
NBA,nestera01,6720000,2005-06,2006,2005,San Antonio Spurs
NBA,nestera01,7280000,2006-07,2007,2006,Toronto Raptors
NBA,nestera01,7840000,2007-08,2008,2007,Toronto Raptors
NBA,nestera01,8400000,2008-09,2009,2008,Indiana Pacers
NBA,nestera01,1990000,2009-10,2010,2009,Toronto Raptors
NBA,netora01,1000000,2015-16,2016,2015,Utah Jazz
NBA,netora01,937800,2016-17,2017,2016,Utah Jazz
NBA,netora01,1471382,2017-18,2018,2017,Utah Jazz
NBA,nevitch01,70000,1985-86,1986,1985,Detroit Pistons
NBA,nevitch01,160000,1987-88,1988,1987,Detroit Pistons
NBA,nevitch01,200000,1988-89,1989,1988,Houston Rockets
NBA,nevitch01,118000,1991-92,1992,1991,Chicago Bulls
NBA,newbiiv01,150000,1994-95,1995,1994,Detroit Pistons
NBA,newbiiv01,247500,1996-97,1997,1996,Atlanta Hawks
NBA,newbiiv01,272250,1997-98,1998,1997,Vancouver Grizzlies
NBA,newblir01,316969,2000-01,2001,2000,San Antonio Spurs
NBA,newblir01,587435,2002-03,2003,2002,Atlanta Hawks
NBA,newblir01,2458500,2003-04,2004,2003,Cleveland Cavaliers
NBA,newblir01,2704350,2004-05,2005,2004,Cleveland Cavaliers
NBA,newblir01,2950200,2005-06,2006,2005,Cleveland Cavaliers
NBA,newblir01,3196050,2006-07,2007,2006,Cleveland Cavaliers
NBA,newblir01,3441900,2007-08,2008,2007,Seattle SuperSonics
NBA,newmajo01,275000,1987-88,1988,1987,New York Knicks
NBA,newmajo01,525000,1988-89,1989,1988,New York Knicks
NBA,newmajo01,1200000,1990-91,1991,1990,Charlotte Hornets
NBA,newmajo01,1206000,1991-92,1992,1991,Charlotte Hornets
NBA,newmajo01,1175000,1992-93,1993,1992,Charlotte Hornets
NBA,newmajo01,1435000,1993-94,1994,1993,New Jersey Nets
NBA,newmajo01,300000,1994-95,1995,1994,Milwaukee Bucks
NBA,newmajo01,1100000,1995-96,1996,1995,Milwaukee Bucks
NBA,newmajo01,1225000,1996-97,1997,1996,Milwaukee Bucks
NBA,newmajo01,1325000,1997-98,1998,1997,Denver Nuggets
NBA,newmajo01,1000000,1998-99,1999,1998,Cleveland Cavaliers
NBA,newmajo01,1100000,1999-00,2000,1999,New Jersey Nets
NBA,newmajo01,2000000,2000-01,2001,2000,New Jersey Nets
NBA,newmajo01,1675000,2001-02,2002,2001,Phoenix Suns
NBA,newmajo01,1000000,2001-02,2002,2001,Dallas Mavericks
NBA,nichode01,427163,2007-08,2008,2007,Chicago Bulls
NBA,nichode01,87893,2008-09,2009,2008,Chicago Bulls
NBA,nichoan01,1418160,2012-13,2013,2012,Orlando Magic
NBA,nichoan01,1482000,2013-14,2014,2013,Orlando Magic
NBA,nichoan01,1545840,2014-15,2015,2014,Orlando Magic
NBA,nichoan01,2380594,2015-16,2016,2015,Orlando Magic
NBA,nichoan01,6088993,2016-17,2017,2016,Brooklyn Nets
NBA,nichoan01,2844429,2017-18,2018,2017,Portland Trail Blazers
NBA,nickega01,152900,1996-97,1997,1996,San Antonio Spurs
NBA,nimphku01,250000,1984-85,1985,1984,Dallas Mavericks
NBA,nimphku01,225000,1985-86,1986,1985,Los Angeles Clippers
NBA,nimphku01,310000,1987-88,1988,1987,San Antonio Spurs
NBA,nixonno01,408000,1984-85,1985,1984,Los Angeles Clippers
NBA,nixonno01,650000,1985-86,1986,1985,Los Angeles Clippers
NBA,nixonno01,985000,1987-88,1988,1987,Los Angeles Clippers
NBA,nixonno01,985000,1988-89,1989,1988,Los Angeles Clippers
NBA,noahjo01,2135400,2007-08,2008,2007,Chicago Bulls
NBA,noahjo01,2295480,2008-09,2009,2008,Chicago Bulls
NBA,noahjo01,2455680,2009-10,2010,2009,Chicago Bulls
NBA,noahjo01,3128536,2010-11,2011,2010,Chicago Bulls
NBA,noahjo01,12000000,2011-12,2012,2011,Chicago Bulls
NBA,noahjo01,11300000,2012-13,2013,2012,Chicago Bulls
NBA,noahjo01,11100000,2013-14,2014,2013,Chicago Bulls
NBA,noahjo01,12200000,2014-15,2015,2014,Chicago Bulls
NBA,noahjo01,13400000,2015-16,2016,2015,Chicago Bulls
NBA,noahjo01,17000000,2016-17,2017,2016,New York Knicks
NBA,noahjo01,17765000,2017-18,2018,2017,New York Knicks
NBA,nocioan01,2525000,2004-05,2005,2004,Chicago Bulls
NBA,nocioan01,2775000,2005-06,2006,2005,Chicago Bulls
NBA,nocioan01,3950000,2006-07,2007,2006,Chicago Bulls
NBA,nocioan01,8500000,2007-08,2008,2007,Chicago Bulls
NBA,nocioan01,8000000,2008-09,2009,2008,Sacramento Kings
NBA,nocioan01,7500000,2009-10,2010,2009,Sacramento Kings
NBA,nocioan01,6850000,2010-11,2011,2010,Philadelphia 76ers
NBA,nocioan01,6650000,2011-12,2012,2011,Philadelphia 76ers
NBA,noelda01,412718,2006-07,2007,2006,Milwaukee Bucks
NBA,noelda01,687456,2007-08,2008,2007,Milwaukee Bucks
NBA,noelne01,3172320,2013-14,2014,2013,Philadelphia 76ers
NBA,noelne01,3315120,2014-15,2015,2014,Philadelphia 76ers
NBA,noelne01,3457800,2015-16,2016,2015,Philadelphia 76ers
NBA,noelne01,4384490,2016-17,2017,2016,Dallas Mavericks
NBA,noelne01,4187599,2017-18,2018,2017,Dallas Mavericks
NBA,noguelu01,1762680,2014-15,2015,2014,Toronto Raptors
NBA,noguelu01,1842000,2015-16,2016,2015,Toronto Raptors
NBA,noguelu01,1921320,2016-17,2017,2016,Toronto Raptors
NBA,noguelu01,2947305,2017-18,2018,2017,Toronto Raptors
NBA,nordgje01,242000,1997-98,1998,1997,Milwaukee Bucks
NBA,normake01,250000,1987-88,1988,1987,Los Angeles Clippers
NBA,normake01,300000,1988-89,1989,1988,Los Angeles Clippers
NBA,normake01,1050000,1990-91,1991,1990,Los Angeles Clippers
NBA,normake01,1150000,1991-92,1992,1991,Los Angeles Clippers
NBA,normake01,1275000,1992-93,1993,1992,Los Angeles Clippers
NBA,normake01,1510000,1993-94,1994,1993,Milwaukee Bucks
NBA,normake01,1275000,1993-94,1994,1993,Los Angeles Clippers
NBA,normake01,1963000,1994-95,1995,1994,Atlanta Hawks
NBA,normake01,2416000,1995-96,1996,1995,Atlanta Hawks
NBA,normake01,2869000,1996-97,1997,1996,Atlanta Hawks
NBA,normake01,3332000,1997-98,1998,1997,Atlanta Hawks
NBA,normake01,3775000,1998-99,1999,1998,Atlanta Hawks
NBA,norriau01,110000,1984-85,1985,1984,Portland Trail Blazers
NBA,norrimo01,350000,1998-99,1999,1998,Seattle SuperSonics
NBA,norrimo01,523500,2000-01,2001,2000,Houston Rockets
NBA,norrimo01,3600000,2001-02,2002,2001,Houston Rockets
NBA,norrimo01,3150000,2002-03,2003,2002,Houston Rockets
NBA,norrimo01,3500000,2003-04,2004,2003,New York Knicks
NBA,norrimo01,3850000,2004-05,2005,2004,New York Knicks
NBA,norrimo01,4200000,2005-06,2006,2005,Houston Rockets
NBA,novakst01,600000,2006-07,2007,2006,Houston Rockets
NBA,novakst01,687456,2007-08,2008,2007,Houston Rockets
NBA,novakst01,797581,2008-09,2009,2008,Los Angeles Clippers
NBA,novakst01,855189,2009-10,2010,2009,Los Angeles Clippers
NBA,novakst01,384766,2010-11,2011,2010,Dallas Mavericks
NBA,novakst01,350179,2010-11,2011,2010,San Antonio Spurs
NBA,novakst01,992680,2011-12,2012,2011,New York Knicks
NBA,novakst01,4054055,2012-13,2013,2012,New York Knicks
NBA,novakst01,3750000,2013-14,2014,2013,Toronto Raptors
NBA,novakst01,3445946,2014-15,2015,2014,Oklahoma City Thunder
NBA,novakst01,3750000,2015-16,2016,2015,Denver Nuggets
NBA,novakst01,416886,2015-16,2016,2015,Milwaukee Bucks
NBA,novakst01,1551659,2016-17,2017,2016,Milwaukee Bucks
NBA,nowitdi01,1472640,1998-99,1999,1998,Dallas Mavericks
NBA,nowitdi01,1583040,1999-00,2000,1999,Dallas Mavericks
NBA,nowitdi01,1693560,2000-01,2001,2000,Dallas Mavericks
NBA,nowitdi01,2157595,2001-02,2002,2001,Dallas Mavericks
NBA,nowitdi01,10067750,2002-03,2003,2002,Dallas Mavericks
NBA,nowitdi01,11326219,2003-04,2004,2003,Dallas Mavericks
NBA,nowitdi01,12584688,2004-05,2005,2004,Dallas Mavericks
NBA,nowitdi01,13843156,2005-06,2006,2005,Dallas Mavericks
NBA,nowitdi01,15101625,2006-07,2007,2006,Dallas Mavericks
NBA,nowitdi01,16360094,2007-08,2008,2007,Dallas Mavericks
NBA,nowitdi01,18077904,2008-09,2009,2008,Dallas Mavericks
NBA,nowitdi01,19795714,2009-10,2010,2009,Dallas Mavericks
NBA,nowitdi01,17278618,2010-11,2011,2010,Dallas Mavericks
NBA,nowitdi01,19092873,2011-12,2012,2011,Dallas Mavericks
NBA,nowitdi01,20907128,2012-13,2013,2012,Dallas Mavericks
NBA,nowitdi01,22721381,2013-14,2014,2013,Dallas Mavericks
NBA,nowitdi01,7974482,2014-15,2015,2014,Dallas Mavericks
NBA,nowitdi01,8333334,2015-16,2016,2015,Dallas Mavericks
NBA,nowitdi01,25000000,2016-17,2017,2016,Dallas Mavericks
NBA,nowitdi01,5000000,2017-18,2018,2017,Dallas Mavericks
NBA,ntilila01,3501120,2017-18,2018,2017,New York Knicks
NBA,nurkiju01,1762680,2014-15,2015,2014,Denver Nuggets
NBA,nurkiju01,1842000,2015-16,2016,2015,Denver Nuggets
NBA,nurkiju01,1921320,2016-17,2017,2016,Portland Trail Blazers
NBA,nurkiju01,2947305,2017-18,2018,2017,Portland Trail Blazers
NBA,nwabada01,137466,2016-17,2017,2016,Los Angeles Lakers
NBA,nwabada01,1312611,2017-18,2018,2017,Chicago Bulls
NBA,nwosuju01,150000,1994-95,1995,1994,San Antonio Spurs
NBA,obannch01,320000,1997-98,1998,1997,Detroit Pistons
NBA,obannch01,320000,1998-99,1999,1998,Detroit Pistons
NBA,obanned01,1133000,1995-96,1996,1995,New Jersey Nets
NBA,obanned01,1303000,1996-97,1997,1996,New Jersey Nets
NBA,obanned01,1472640,1997-98,1998,1997,Orlando Magic
NBA,obriejj01,105888,2015-16,2016,2015,Utah Jazz
NBA,obryajo01,600000,2014-15,2015,2014,Milwaukee Bucks
NBA,obryajo01,845059,2015-16,2016,2015,Milwaukee Bucks
NBA,obryajo01,276827,2016-17,2017,2016,Charlotte Hornets
NBA,obryajo01,115344,2016-17,2017,2016,Denver Nuggets
NBA,obryajo01,1524305,2017-18,2018,2017,New York Knicks
NBA,obryapa01,2061720,2006-07,2007,2006,Golden State Warriors
NBA,obryapa01,2216400,2007-08,2008,2007,Golden State Warriors
NBA,obryapa01,1500000,2008-09,2009,2008,Toronto Raptors
NBA,obryapa01,1620000,2009-10,2010,2009,Toronto Raptors
NBA,okoremi01,244000,1984-85,1985,1984,New Jersey Nets
NBA,okoremi01,400000,1985-86,1986,1985,New Jersey Nets
NBA,okoremi01,100000,1987-88,1988,1987,New Jersey Nets
NBA,onealje01,827000,1996-97,1997,1996,Portland Trail Blazers
NBA,onealje01,950640,1997-98,1998,1997,Portland Trail Blazers
NBA,onealje01,1075000,1998-99,1999,1998,Portland Trail Blazers
NBA,onealje01,5075000,1999-00,2000,1999,Portland Trail Blazers
NBA,onealje01,5710000,2000-01,2001,2000,Indiana Pacers
NBA,onealje01,6325000,2001-02,2002,2001,Indiana Pacers
NBA,onealje01,6900000,2002-03,2003,2002,Indiana Pacers
NBA,onealje01,13152000,2003-04,2004,2003,Indiana Pacers
